Title,Description,Tags,Image_Path,Price,AI_Disclosure,Tier,Aesthetic_Score
Minimalist the back of a woman's shoulder is decorated with colorful fl Art Print — Aesthetic Digital Download,"Elevate your space with this the back of a woman's shoulder is decorated with colorful fl wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-26/the_back_of_a_woman%27s_shoulder_is_decorated_with_colorful_flowers_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.01
Minimalist pun asthetic cute pun Art Print — Aesthetic Digital Download,"Elevate your space with this pun asthetic cute pun wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-20/pun_asthetic_cute_pun_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.01
"Minimalist Boost circulation, exfoliate naturally, and support lymphati Art Print — Aesthetic Digital Download","Elevate your space with this Boost circulation, exfoliate naturally, and support lymphati wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-21/Boost_circulation%2C_exfoliate_naturally%2C_and_support_lymphatic_flow_with_this_sim_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.01
Minimalist a white building with blue doors and steps Art Print — Aesthetic Digital Download,"Elevate your space with this a white building with blue doors and steps wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-26/a_white_building_with_blue_doors_and_steps_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.0
"Minimalist Fake Nails Designs, Grunge Nails, Punk Nails, Cute Simple Na Art Print — Aesthetic Digital Download","Elevate your space with this Fake Nails Designs, Grunge Nails, Punk Nails, Cute Simple Na wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-02/Fake_Nails_Designs%2C_Grunge_Nails%2C_Punk_Nails%2C_Cute_Simple_Nails%2C_Pretty_Gel_Nail_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.0
Minimalist a piece of paper with a pink ribbon on it that reads dear fr Art Print — Aesthetic Digital Download,"Elevate your space with this a piece of paper with a pink ribbon on it that reads dear fr wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-17/a_piece_of_paper_with_a_pink_ribbon_on_it_that_reads_dear_friend%2C_just_a_little__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,7.0
Minimalist an alley way with flowers growing over the doorways and door Art Print — Aesthetic Digital Download,"Elevate your space with this an alley way with flowers growing over the doorways and door wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-29/an_alley_way_with_flowers_growing_over_the_doorways_and_doors_on_either_side_of__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.99
"Minimalist i'm my soft girl era logo in pink and white with the words,  Art Print — Aesthetic Digital Download","Elevate your space with this i'm my soft girl era logo in pink and white with the words,  wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-03/i%27m_my_soft_girl_era_logo_in_pink_and_white_with_the_words%2C_i%27m_my_soft_girl_era_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.99
Minimalist a person sitting at a table with a laptop and money in front Art Print — Aesthetic Digital Download,"Elevate your space with this a person sitting at a table with a laptop and money in front wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-22/a_person_sitting_at_a_table_with_a_laptop_and_money_in_front_of_them_that_reads__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.96
"Minimalist Pink Beauty, Ditzy Blonde, Aesthetic Girl Things, Girly Pics Art Print — Aesthetic Digital Download","Elevate your space with this Pink Beauty, Ditzy Blonde, Aesthetic Girl Things, Girly Pics wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-05/Pink_Beauty%2C_Ditzy_Blonde%2C_Aesthetic_Girl_Things%2C_Girly_Pics_Aesthetic%2C_Neat_Gir_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.96
Minimalist the ocean is full of different pictures and words Art Print — Aesthetic Digital Download,"Elevate your space with this the ocean is full of different pictures and words wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-07/the_ocean_is_full_of_different_pictures_and_words_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.91
"Minimalist i'm my soft girl era logo in pink and white with the words,  Art Print — Aesthetic Digital Download","Elevate your space with this i'm my soft girl era logo in pink and white with the words,  wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-02/i%27m_my_soft_girl_era_logo_in_pink_and_white_with_the_words%2C_i%27m_my_soft_girl_era_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.89
Minimalist Embrace effortless elegance with women’s hairstyles for wint Art Print — Aesthetic Digital Download,"Elevate your space with this Embrace effortless elegance with women’s hairstyles for wint wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-13/Embrace_effortless_elegance_with_women%E2%80%99s_hairstyles_for_winter_2025%E2%80%932026%21_This_c_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.87
Minimalist two grilled cheese sandwiches stacked on top of each other w Art Print — Aesthetic Digital Download,"Elevate your space with this two grilled cheese sandwiches stacked on top of each other w wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-24/two_grilled_cheese_sandwiches_stacked_on_top_of_each_other_with_text_overlay_rea_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.85
Minimalist the new york press magazine cover features a woman's legs in Art Print — Aesthetic Digital Download,"Elevate your space with this the new york press magazine cover features a woman's legs in wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-30/the_new_york_press_magazine_cover_features_a_woman%27s_legs_in_pink_high_heels_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.8
"Minimalist Cute Outfits With Jeans, Cute Jeans, Jean Outfits, Denim Out Art Print — Aesthetic Digital Download","Elevate your space with this Cute Outfits With Jeans, Cute Jeans, Jean Outfits, Denim Out wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-12/Cute_Outfits_With_Jeans%2C_Cute_Jeans%2C_Jean_Outfits%2C_Denim_Outfits_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.79
Minimalist there is a drink with sprinkles on it Art Print — Aesthetic Digital Download,"Elevate your space with this there is a drink with sprinkles on it wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-02/there_is_a_drink_with_sprinkles_on_it_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.78
Minimalist I wasn't planning on buying another hoodie... until I found  Art Print — Aesthetic Digital Download,"Elevate your space with this I wasn't planning on buying another hoodie... until I found  wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-19/I_wasn%27t_planning_on_buying_another_hoodie..._until_I_found_this_one._%F0%9F%A4%8E_The_over_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.75
"Minimalist From black chrome to messy punk details, these edgy nails gr Art Print — Aesthetic Digital Download","Elevate your space with this From black chrome to messy punk details, these edgy nails gr wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-04/From_black_chrome_to_messy_punk_details%2C_these_edgy_nails_grunge_ideas_are_every_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.75
Minimalist there is a drink with sprinkles on it Art Print — Aesthetic Digital Download,"Elevate your space with this there is a drink with sprinkles on it wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-04/there_is_a_drink_with_sprinkles_on_it_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.75
Minimalist a woman taking a selfie with her laptop and pink flowers in  Art Print — Aesthetic Digital Download,"Elevate your space with this a woman taking a selfie with her laptop and pink flowers in  wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-06/a_woman_taking_a_selfie_with_her_laptop_and_pink_flowers_in_front_of_her_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.75
Minimalist Stay warm without sacrificing style 🤍 These cozy kurti outfi Art Print — Aesthetic Digital Download,"Elevate your space with this Stay warm without sacrificing style 🤍 These cozy kurti outfi wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-10/Stay_warm_without_sacrificing_style_%F0%9F%A4%8D_These_cozy_kurti_outfits_combine_soft_laye_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.75
Minimalist This may contain: the sun is setting over the ocean with wav Art Print — Aesthetic Digital Download,"Elevate your space with this This may contain: the sun is setting over the ocean with wav wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-10/This_may_contain%3A_the_sun_is_setting_over_the_ocean_with_waves_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.75
Minimalist Winter Formal Hairstyle Ideas Art Print — Aesthetic Digital Download,"Elevate your space with this Winter Formal Hairstyle Ideas wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-10/Winter_Formal_Hairstyle_Ideas_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.75
"Minimalist Winter Fit Inspiration, Outfits To Wear With Long Boots, Win Art Print — Aesthetic Digital Download","Elevate your space with this Winter Fit Inspiration, Outfits To Wear With Long Boots, Win wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-11/Winter_Fit_Inspiration%2C_Outfits_To_Wear_With_Long_Boots%2C_Winter_Outfit_Inspo_Wom_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.69
"Minimalist Pink Camo Outfit Ideas, Cute Camo Outfits For Women, Pink An Art Print — Aesthetic Digital Download","Elevate your space with this Pink Camo Outfit Ideas, Cute Camo Outfits For Women, Pink An wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-21/Pink_Camo_Outfit_Ideas%2C_Cute_Camo_Outfits_For_Women%2C_Pink_And_Camo_Outfit%2C_Cute__mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.49
"Minimalist Chicken Enchilada soup with beans, corn, and chunks of chick Art Print — Aesthetic Digital Download","Elevate your space with this Chicken Enchilada soup with beans, corn, and chunks of chick wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-06-20/Chicken_Enchilada_soup_with_beans%2C_corn%2C_and_chunks_of_chicken_in_a_red_broth_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.22
Minimalist a person reaching for something in the water with their hand Art Print — Aesthetic Digital Download,"Elevate your space with this a person reaching for something in the water with their hand wall art piece. Perfect for a neutral, minimalist gallery wall. High-resolution digital download — print at home or at a local print shop. Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.","minimalist, aesthetic, wall art, digital download, modern decor, abstract print",https://raw.githubusercontent.com/nguyenhailong253/ai-art-gallery/master/shop/2026-07-09/a_person_reaching_for_something_in_the_water_with_their_hand_on_top_of_some_rock_mockup.jpg,12.00,"Created with the assistance of AI tools, then curated and quality-checked by hand. Digital download — no physical item shipped.",standard,6.02
